price,title,link
"R$,22,,,99",Colar Enfermagem Placa Seringa E Esteto Folheada A Ouro,"<a href=""https://produto.mercadolivre.com.br/MLB-868147937-colar-enfermagem-placa-seringa-e-esteto-folheada-a-ouro-_JM#position=26&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Colar Enfermagem Placa Seringa E Esteto Folheada A Ouro""><h2 aria-level=""3"" class=""ui-search-item__title"">Colar Enfermagem Placa Seringa E Esteto Folheada A Ouro</h2></a>"
"R$,246,,,05,5% OFF,R$,30,,,76",Pingente Letra R Manuscrito Ouro 18k 750,"<a href=""https://produto.mercadolivre.com.br/MLB-3933692322-pingente-letra-r-manuscrito-ouro-18k-750-_JM#position=27&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Pingente Letra R Manuscrito Ouro 18k 750""><h2 aria-level=""3"" class=""ui-search-item__title"">Pingente Letra R Manuscrito Ouro 18k 750</h2></a>"
"R$,78,R$,26",LCA,"<a href=""https://produto.mercadolivre.com.br/MLB-2736764242-conjunto-colar-e-brincos-prata-925-com-perolas-_JM#position=28&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Conjunto Colar E Brincos Prata 925 Com Pérolas ""><h2 aria-level=""3"" class=""ui-search-item__title"">Conjunto Colar E Brincos Prata 925 Com Pérolas </h2></a>"
"R$,93,,,10,5% OFF,R$,31,,,03",Bracelete Básico Fino Liso Com Fecho Semi Joia Banho Ouro ,"<a href=""https://produto.mercadolivre.com.br/MLB-1897975182-bracelete-basico-fino-liso-com-fecho-semi-joia-banho-ouro-_JM#position=29&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Bracelete Básico Fino Liso Com Fecho Semi Joia Banho Ouro ""><h2 aria-level=""3"" class=""ui-search-item__title"">Bracelete Básico Fino Liso Com Fecho Semi Joia Banho Ouro </h2></a>"
"R$,36,5% OFF,R$,12",ROVIC JOIAS,"<a href=""https://produto.mercadolivre.com.br/MLB-2685652143-kit-colar-veneziana-de-40-cm-com-pingente-patinha-prata-925-_JM#position=30&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Kit Colar Veneziana De 40 Cm Com Pingente Patinha  Prata 925""><h2 aria-level=""3"" class=""ui-search-item__title"">Kit Colar Veneziana De 40 Cm Com Pingente Patinha  Prata 925</h2></a>"
"R$,139,,,90,R$,34,,,98",Colar Gravatinha Semijoia Cravejado Follheado C/ Garantia,"<a href=""https://produto.mercadolivre.com.br/MLB-3686762071-colar-gravatinha-semijoia-cravejado-follheado-c-garantia-_JM#position=31&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Colar Gravatinha Semijoia Cravejado Follheado C/ Garantia""><h2 aria-level=""3"" class=""ui-search-item__title"">Colar Gravatinha Semijoia Cravejado Follheado C/ Garantia</h2></a>"
"R$,36,R$,3,,,49",RIQUEZAS DO BRASIL,"<a href=""https://produto.mercadolivre.com.br/MLB-1517534686-pingente-figa-de-pedra-natural-obsidiana-negra-para-proteco-_JM#position=32&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Pingente Figa De Pedra Natural Obsidiana Negra Para Proteção""><h2 aria-level=""3"" class=""ui-search-item__title"">Pingente Figa De Pedra Natural Obsidiana Negra Para Proteção</h2></a>"
"R$,134,,,99,40% OFF,R$,33,,,75",Corrente Prata 925 Italiana Legítima Cordão Masculino Grosso,"<a href=""https://produto.mercadolivre.com.br/MLB-4423720542-corrente-prata-925-italiana-legitima-cordo-masculino-grosso-_JM#position=33&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Corrente Prata 925 Italiana Legítima Cordão Masculino Grosso""><h2 aria-level=""3"" class=""ui-search-item__title"">Corrente Prata 925 Italiana Legítima Cordão Masculino Grosso</h2></a>"
"R$,29,,,99,R$,15",Terço De Noiva Pérolas Brancas Nossa Senhora Folheado A Ouro,"<a href=""https://produto.mercadolivre.com.br/MLB-2604361189-terco-de-noiva-perolas-brancas-nossa-senhora-folheado-a-ouro-_JM#position=34&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Terço De Noiva Pérolas Brancas Nossa Senhora Folheado A Ouro""><h2 aria-level=""3"" class=""ui-search-item__title"">Terço De Noiva Pérolas Brancas Nossa Senhora Folheado A Ouro</h2></a>"
"R$,1.195,R$,119,,,50",Pingente Psicologia + Corrente Veneziana Em Ouro 18k Amarelo,"<a href=""https://produto.mercadolivre.com.br/MLB-3671033811-pingente-psicologia-corrente-veneziana-em-ouro-18k-amarelo-_JM#position=35&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Pingente Psicologia + Corrente Veneziana Em Ouro 18k Amarelo""><h2 aria-level=""3"" class=""ui-search-item__title"">Pingente Psicologia + Corrente Veneziana Em Ouro 18k Amarelo</h2></a>"
"R$,123,,,40,5% OFF,R$,30,,,85",AFFECTIO JOIAS,"<a href=""https://produto.mercadolivre.com.br/MLB-3611730745-colar-retangular-banho-ouro-18k-personalizado-olhar-especial-_JM#position=36&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Colar Retangular Banho Ouro 18k Personalizado Olhar Especial""><h2 aria-level=""3"" class=""ui-search-item__title"">Colar Retangular Banho Ouro 18k Personalizado Olhar Especial</h2></a>"
"R$,49,,,90,R$,4,,,84",Bracelete Torcido Banhado C/garantia,"<a href=""https://produto.mercadolivre.com.br/MLB-2769343328-bracelete-torcido-banhado-cgarantia-_JM#position=37&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Bracelete Torcido Banhado C/garantia""><h2 aria-level=""3"" class=""ui-search-item__title"">Bracelete Torcido Banhado C/garantia</h2></a>"
"R$,26,,,60,16% OFF,R$,13,,,30",200 Pçs Brincos Perola 8mm +tarracha De Silicone-100 Pares,"<a href=""https://produto.mercadolivre.com.br/MLB-3460377895-200-pcs-brincos-perola-8mm-tarracha-de-silicone-100-pares-_JM#position=38&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""200 Pçs Brincos Perola 8mm +tarracha De Silicone-100 Pares""><h2 aria-level=""3"" class=""ui-search-item__title"">200 Pçs Brincos Perola 8mm +tarracha De Silicone-100 Pares</h2></a>"
"R$,16,,,99",HOTFIX,"<a href=""https://produto.mercadolivre.com.br/MLB-1164125872-palito-pega-strass-com-cera-perola-hotfix-bijouteira-10un-_JM#position=39&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Palito Pega Strass Com Cera Perola Hotfix Bijouteira 10un""><h2 aria-level=""3"" class=""ui-search-item__title"">Palito Pega Strass Com Cera Perola Hotfix Bijouteira 10un</h2></a>"
"R$,46,,,55,21% OFF,R$,15,,,52",Brinco De Franja Dourado Folheado A Ouro 18k,"<a href=""https://produto.mercadolivre.com.br/MLB-3139043537-brinco-de-franja-dourado-folheado-a-ouro-18k-_JM#position=40&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Brinco De Franja Dourado Folheado A Ouro 18k""><h2 aria-level=""3"" class=""ui-search-item__title"">Brinco De Franja Dourado Folheado A Ouro 18k</h2></a>"
"R$,100,,,51,5% OFF,R$,9,,,77",DE CASTRO JOIAS,"<a href=""https://produto.mercadolivre.com.br/MLB-3326858319-colar-pedra-zirconia-coraco-semijoia-presente-banhado-ouro-_JM#position=41&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Colar Pedra Zirconia Coração Semijoia Presente Banhado Ouro""><h2 aria-level=""3"" class=""ui-search-item__title"">Colar Pedra Zirconia Coração Semijoia Presente Banhado Ouro</h2></a>"
"R$,17,,,90",Kit 3 Bolas Esferas Multifacetadas Cristal K9 20mm Feng Shui,"<a href=""https://produto.mercadolivre.com.br/MLB-1242843798-kit-3-bolas-esferas-multifacetadas-cristal-k9-20mm-feng-shui-_JM#position=42&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Kit 3 Bolas Esferas Multifacetadas Cristal K9 20mm Feng Shui""><h2 aria-level=""3"" class=""ui-search-item__title"">Kit 3 Bolas Esferas Multifacetadas Cristal K9 20mm Feng Shui</h2></a>"
"R$,26,,,60,31% OFF,R$,13,,,30",Brinco Feminino Argola Tripla  Banhada Tendência No Momento,"<a href=""https://produto.mercadolivre.com.br/MLB-3567756561-brinco-feminino-argola-tripla-banhada-tendncia-no-momento-_JM#position=43&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Brinco Feminino Argola Tripla  Banhada Tendência No Momento""><h2 aria-level=""3"" class=""ui-search-item__title"">Brinco Feminino Argola Tripla  Banhada Tendência No Momento</h2></a>"
"R$,233,,,90,R$,33,,,41",JMR JOIAS,"<a href=""https://produto.mercadolivre.com.br/MLB-1031207538-pulseira-grossa-de-prata-925-masculina-grumet-8mm-escama-de-peixe-macica-pura-prata-italiana-21cm-1x1-_JM#position=44&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Pulseira Grossa De Prata 925 Masculina Grumet 8mm Escama De Peixe Maciça Pura Prata Italiana 21cm 1x1""><h2 aria-level=""3"" class=""ui-search-item__title"">Pulseira Grossa De Prata 925 Masculina Grumet 8mm Escama De Peixe Maciça Pura Prata Italiana 21cm 1x1</h2></a>"
"R$,79,,,90,R$,7,,,77",Colar Masculino Pingente Tridente De Poseidon Banhado A Ouro,"<a href=""https://produto.mercadolivre.com.br/MLB-3594779507-colar-masculino-pingente-tridente-de-poseidon-banhado-a-ouro-_JM#position=45&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Colar Masculino Pingente Tridente De Poseidon Banhado A Ouro""><h2 aria-level=""3"" class=""ui-search-item__title"">Colar Masculino Pingente Tridente De Poseidon Banhado A Ouro</h2></a>"
"R$,49,,,90,R$,16,,,63","Colar Trevo Verde Esmeralda Virgínia, Banhado C/ Garantia","<a href=""https://produto.mercadolivre.com.br/MLB-3333123895-colar-trevo-verde-esmeralda-virginia-banhado-c-garantia-_JM#position=46&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Colar Trevo Verde Esmeralda Virgínia, Banhado C/ Garantia""><h2 aria-level=""3"" class=""ui-search-item__title"">Colar Trevo Verde Esmeralda Virgínia, Banhado C/ Garantia</h2></a>"
"R$,79,,,90,R$,26,,,63",Corrente Infantil Banhado A Ouro 18k +pulseira E Pingente,"<a href=""https://produto.mercadolivre.com.br/MLB-4075632288-corrente-infantil-banhado-a-ouro-18k-pulseira-e-pingente-_JM#position=47&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Corrente Infantil Banhado A Ouro 18k +pulseira E Pingente""><h2 aria-level=""3"" class=""ui-search-item__title"">Corrente Infantil Banhado A Ouro 18k +pulseira E Pingente</h2></a>"
"R$,12,,,90",Terço Pérolas Brancas Nossa Senhora Aparecida + Porta Terço ,"<a href=""https://produto.mercadolivre.com.br/MLB-2181199199-terco-perolas-brancas-nossa-senhora-aparecida-porta-terco-_JM#position=48&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Terço Pérolas Brancas Nossa Senhora Aparecida + Porta Terço ""><h2 aria-level=""3"" class=""ui-search-item__title"">Terço Pérolas Brancas Nossa Senhora Aparecida + Porta Terço </h2></a>"
"R$,28,,,49,5% OFF,R$,2,,,76",Brinco Prata Legítima 925 Masculino Brilhante Quadrado 10mm,"<a href=""https://produto.mercadolivre.com.br/MLB-1803728624-brinco-prata-legitima-925-masculino-brilhante-quadrado-10mm-_JM#position=49&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Brinco Prata Legítima 925 Masculino Brilhante Quadrado 10mm""><h2 aria-level=""3"" class=""ui-search-item__title"">Brinco Prata Legítima 925 Masculino Brilhante Quadrado 10mm</h2></a>"
"R$,176,,,90,R$,35,,,38",Corrente Cartier 3mm Masculina 60cm Prata 925,"<a href=""https://produto.mercadolivre.com.br/MLB-3967348246-corrente-cartier-3mm-masculina-60cm-prata-925-_JM#position=50&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Corrente Cartier 3mm Masculina 60cm Prata 925""><h2 aria-level=""3"" class=""ui-search-item__title"">Corrente Cartier 3mm Masculina 60cm Prata 925</h2></a>"
"R$,117,,,88,21% OFF,R$,39,,,29",DINIS JOIAS,"<a href=""https://produto.mercadolivre.com.br/MLB-3320167899-colar-medalha-milagrosa-nossa-senhora-das-gracas-banhada-_JM#position=51&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Colar Medalha Milagrosa Nossa Senhora Das Graças Banhada""><h2 aria-level=""3"" class=""ui-search-item__title"">Colar Medalha Milagrosa Nossa Senhora Das Graças Banhada</h2></a>"
"R$,19,,,99",Pulseira Masculina Banhado A Ouro 18k,"<a href=""https://produto.mercadolivre.com.br/MLB-1627196452-pulseira-masculina-banhado-a-ouro-18k-_JM#position=52&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Pulseira Masculina Banhado A Ouro 18k""><h2 aria-level=""3"" class=""ui-search-item__title"">Pulseira Masculina Banhado A Ouro 18k</h2></a>"
"R$,90,R$,30",USA JOIAS,"<a href=""https://produto.mercadolivre.com.br/MLB-2769196201-medalha-prata-de-lei-925-2cm-ornato-so-jose-_JM#position=53&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Medalha Prata De Lei 925 2cm Ornato São José""><h2 aria-level=""3"" class=""ui-search-item__title"">Medalha Prata De Lei 925 2cm Ornato São José</h2></a>"
"R$,69,,,43,12% OFF,R$,6,,,75",Colar Corrente Prata 925 Feminina Olho Grego Madreperola45cm,"<a href=""https://produto.mercadolivre.com.br/MLB-1859327290-colar-corrente-prata-925-feminina-olho-grego-madreperola45cm-_JM#position=54&amp;search_layout=grid&amp;type=item&amp;tracking_id=d867719e-40b5-4384-a594-882c1cb781d4"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Colar Corrente Prata 925 Feminina Olho Grego Madreperola45cm""><h2 aria-level=""3"" class=""ui-search-item__title"">Colar Corrente Prata 925 Feminina Olho Grego Madreperola45cm</h2></a>"
"R$,164,,,59,R$,32,,,92",Escapulario Prata 925 Religioso São Bento 65cm Oferta!,"<a href=""https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=UtDWshS842V%2Bt3qjqggIyFSR48i0sYsxa0bvTNMHLs5SG%2BPFKu6wZze2dWZ5jRC1BIl5MtdLzsF7nMS7pmQlS%2BTl1yNN3oNpcCl%2FSp3M0YzPS%2FOsCxCU4Sm4nLO9eA6JjEy907iz9Z98eE%2BTR2zZRIZsW0nMK%2F67RTZMLkBpu02vBZDSDJbcaEIpyk54UBQ1QAgPZXSHu33nFYj3Z5ZAWaFovZhjoZD9shtsAK%2F%2B1qV3%2BPOW8fp8vV2vI064WeuyVz2kRggmXebykUxbrfJ71TZ89tq1XNsrV47En3FJAx2vhRvseyCS4BKunkHzSMvSB3NdTOYZDDgAxsGE48mI56vXLfX48Wp0DAJSJQf%2FeMyVB4plz%2FZV%2Bylg3uLh819CMwPBEbEteKI7B7yGzFn9RKgzkDr79rSl3wrUww1uUo7CCBfBvnXybErF%2Bw7F8By4uoXqnnhrHJK6TJINWX%2Bf8gkVrbb8ZKaom7r0KJFvphJ6obAfW36XLlCol4WuTd5TGT30WUl3JFSG3882bktqAO7Or8iS5OTSoMFhXlzKYMhT9NzEi22YdPNn9tBP2nHr9cwPVnACiJcgA4fPWDIcp6YSajQid3J29JgUHwLRLthXGI6AejxqvINFrsfKciXruWPrYJN%2FeRrJVws5VlT8RqG3gG5%2FFKJGtvTnLgvuwlDdEjOGi44DcDrLYshkHjmUxXmqc4f7uP2o&amp;e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fmore-ads%2B28402%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&amp;rb=x"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Escapulario Prata 925 Religioso São Bento 65cm Oferta!"" rel=""nofollow,sponsored""><h2 aria-level=""3"" class=""ui-search-item__title"">Escapulario Prata 925 Religioso São Bento 65cm Oferta!</h2></a>"
"R$,275,,,21,5% OFF,R$,30,,,58",AEA JOIAS,"<a href=""https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=XUdg43umSFVc5BrkktSDo0rxG3gucNaAI3RRQ6uwjza9evgtU9kzIrxpL%2F4FNlQXyeIIJd3UKH3sv6JTq1g%2FWtac9aaXcef2VFQOKKSbdX%2F2JVQiPKtFwB1E5%2Fw62opwmBgUSUuCkJISMLh31sCGJr7%2Fc3gs2sUcW46rDpXKbQDENgh3e7H8xU3J3u3zHxwZytqIyERxAWZjn1jQtqfilOVkOzjjV6S1lVdjpjP5psg7bAbW6VbWHDziWhlyQOygCVwa01RzJ5wl1t4PbDumL0%2BZpHHtGw1AHoRDLCwzqZAgg1ykiDHktt%2FxmTznfLhR0K1187dU%2FqwfIG5HpQANsK7DofTqm7DBaRenKujAljQ%2FyhL%2BxaJpmLsQ3DFYhsrnO2BN%2F4mtQuncd8Me9lvk%2B454Vs23lwm%2BHdd2TpqzfGE5v9HfExCxxuKuLqe8LIqFDaixB5DaOK8m8jUjOWIJOClK6TTYuBKSmCIYLIjtftmaG5Wu39Oz%2FVEuWohHu%2Bhb%2FQhg%2BhpH4FtnDXqaIAyHNV1VtXuMJ4pbKBMGtfeNsqKDmTC7YkTWqSySwLfss5cL2mOu5DgsRbiRMcFB4UzaISE4IPgsAD2EHHgTJ3FKeO7muP%2B%2Br6UK%2Ba%2FPkeQbHyDdbwc%2FVF29dCsw2Q%2FTmu%2BhYEuPZU4uEWPse1cj%2BWlsMY5G0fxGMxjLTDNtWF2ab47D9%2BSQzxWhIQrc15ja0ddECO1zCClfxxXg6OHbUQXgQrTsI4RCb8B57OCBmucPuutpOzuinvQ16JoaMwk7COIqLW1dwiqYT4K3VL0DN2pqSnwGUQ73if4GPyCHLQ33&amp;e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fmore-ads%2B28402%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&amp;rb=x"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Brinco De Pérola 5mm Em Ouro 18k Natural Agua Doce Cor Amarelo"" rel=""nofollow,sponsored""><h2 aria-level=""3"" class=""ui-search-item__title"">Brinco De Pérola 5mm Em Ouro 18k Natural Agua Doce Cor Amarelo</h2></a>"
"R$,17,,,51,12% OFF",Extensor Alongador Colar Pulseira 10cm Banho De Prata,"<a href=""https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=26JKSx3u%2Bhb8tX%2BBZ85m1g1Jjwp6ghlwu42ZfCk5I6UK%2F6V93zebXKBeYKux4rDiZWSg0fHQOQ2gjDqtTOy5G224FXzZ%2FprrRC%2FyObQ3flvLIU0PaEgw6Tkyvg2yG%2B%2BNRqt2GV0bKX0MoRO5wXYNHwbfLdgx887czACXaDIZbybqJTGk1uGDy6l14uSxbkDd4mLoP8ll7SBuTx2TYc968pcV6%2FkYYnPgaPefFlMu1UOIUUsGxqR5niKUghHfiOBz%2Fehvcsn%2FX%2FVSM5Zq%2BEZIhcFivmp%2FI4dciz6m1t2CzRgMzWjK1CbAOdasJFx0fBn9rVA8JQeEsSYsmME0GL2m0LY7c37Qwq4FCcsMMZBavI3%2BsEhhDEqW0Ik4M3HZV%2BoNBOruTy6PlBQdN3K%2BRBJSyJsg7P4mlLIdLvCJq0Dd5fAoBQx9AvVLXc5Zl%2BLL7QLN7niFMwDfseUj%2Bzv8%2Bs%2ByzGCqZDKWl35vo7FLl%2FA7SOveBkNJSUAyAMFHHQnrhjRGiLxlap3VneL0KCDvm%2FGPkJkgkyhtZYFsLscTyThB15AaxrsLCzDFJjYuLawR9LqbrfVGWnIzSFWhNZTgbr8J4TYyHx1GiCsDMRSF8qMbSUxdbHXPJxPUWN5M37kBdzhNFMPpLOc0V%2BVWI6tngEJFi6M7%2BPih7uYtV8Eb66IKqTxKkYXbUDyyhCt2hUM6B%2BQdZFEkd5ILsqbc&amp;e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fmore-ads%2B28402%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&amp;rb=x"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Extensor Alongador Colar Pulseira 10cm Banho De Prata"" rel=""nofollow,sponsored""><h2 aria-level=""3"" class=""ui-search-item__title"">Extensor Alongador Colar Pulseira 10cm Banho De Prata</h2></a>"
"R$,50,R$,16,,,67",Berloque Baby Mickey Em Prata Eternal Joias,"<a href=""https://produto.mercadolivre.com.br/MLB-3619088675-berloque-baby-mickey-em-prata-eternal-joias-_JM#position=13&amp;search_layout=grid&amp;type=item&amp;tracking_id=167b3c47-226a-4f81-95c2-fb31a096df4b"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Berloque Baby Mickey Em Prata Eternal Joias""><h2 aria-level=""3"" class=""ui-search-item__title"">Berloque Baby Mickey Em Prata Eternal Joias</h2></a>"
"R$,162,R$,32,,,40",Anel De Moeda Cravejado Com 80 Pedras,"<a href=""https://produto.mercadolivre.com.br/MLB-3698463469-anel-de-moeda-cravejado-com-80-pedras-_JM#position=14&amp;search_layout=grid&amp;type=item&amp;tracking_id=167b3c47-226a-4f81-95c2-fb31a096df4b"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Anel De Moeda Cravejado Com 80 Pedras""><h2 aria-level=""3"" class=""ui-search-item__title"">Anel De Moeda Cravejado Com 80 Pedras</h2></a>"
"R$,49,,,98,R$,16,,,66",LUMMI COMMERCE,"<a href=""https://produto.mercadolivre.com.br/MLB-1687673646-colar-feminino-semi-joias-patinha-cachorro-pronta-entrega-_JM#position=15&amp;search_layout=grid&amp;type=item&amp;tracking_id=167b3c47-226a-4f81-95c2-fb31a096df4b"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Colar Feminino Semi Jóias Patinha Cachorro Pronta Entrega""><h2 aria-level=""3"" class=""ui-search-item__title"">Colar Feminino Semi Jóias Patinha Cachorro Pronta Entrega</h2></a>"
"R$,29,,,90,R$,14,,,95",Pulseira Fina Laminada Folheado A Ouro 18k Delicado Semijóia,"<a href=""https://produto.mercadolivre.com.br/MLB-1755080025-pulseira-fina-laminada-folheado-a-ouro-18k-delicado-semijoia-_JM#position=16&amp;search_layout=grid&amp;type=item&amp;tracking_id=167b3c47-226a-4f81-95c2-fb31a096df4b"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Pulseira Fina Laminada Folheado A Ouro 18k Delicado Semijóia""><h2 aria-level=""3"" class=""ui-search-item__title"">Pulseira Fina Laminada Folheado A Ouro 18k Delicado Semijóia</h2></a>"
